


################################################################################
################################################################################
			Nova Captura
2017-10-04 14:57:21.621663
2017-10-04 14:57:21.655664
2017-10-04 14:57:21.689666
2017-10-04 14:57:21.721668
2017-10-04 14:57:21.755670
2017-10-04 14:57:21.790672
2017-10-04 14:57:21.821674
2017-10-04 14:57:21.857676
2017-10-04 14:57:21.907679
2017-10-04 14:57:21.921680
2017-10-04 14:57:21.955682
2017-10-04 14:57:21.991684
2017-10-04 14:57:22.021685
2017-10-04 14:57:22.055687
2017-10-04 14:57:22.091689
2017-10-04 14:57:22.122691
2017-10-04 14:57:22.158693
2017-10-04 14:57:22.190695
2017-10-04 14:57:22.222697
2017-10-04 14:57:22.255699
2017-10-04 14:57:22.289701
2017-10-04 14:57:22.322703
2017-10-04 14:57:22.360705
2017-10-04 14:57:22.391707
2017-10-04 14:57:22.422708
2017-10-04 14:57:22.455710
2017-10-04 14:57:22.495713
2017-10-04 14:57:22.522714
2017-10-04 14:57:22.555716
2017-10-04 14:57:22.593718
2017-10-04 14:57:22.623720
2017-10-04 14:57:22.655722
2017-10-04 14:57:22.693724
2017-10-04 14:57:22.723726
2017-10-04 14:57:22.757728
2017-10-04 14:57:22.790729
2017-10-04 14:57:22.824731
2017-10-04 14:57:22.859733
2017-10-04 14:57:22.890735
2017-10-04 14:57:22.923737
2017-10-04 14:57:22.957739
2017-10-04 14:57:22.990741
2017-10-04 14:57:23.024743
2017-10-04 14:57:23.057745
2017-10-04 14:57:23.092747
2017-10-04 14:57:23.125749
2017-10-04 14:57:23.159751
2017-10-04 14:57:23.191752
2017-10-04 14:57:23.224754
2017-10-04 14:57:23.257756
2017-10-04 14:57:23.294758
2017-10-04 14:57:23.324760
2017-10-04 14:57:23.357762
2017-10-04 14:57:23.394764
2017-10-04 14:57:23.424766
2017-10-04 14:57:23.457768
2017-10-04 14:57:23.493770
2017-10-04 14:57:23.526772
2017-10-04 14:57:23.558773
2017-10-04 14:57:23.595775
2017-10-04 14:57:23.626777
2017-10-04 14:57:23.657779
2017-10-04 14:57:23.693781
2017-10-04 14:57:23.723783
2017-10-04 14:57:23.757785
2017-10-04 14:57:23.797787
2017-10-04 14:57:23.823788
2017-10-04 14:57:23.857790
2017-10-04 14:57:23.895793
2017-10-04 14:57:23.923794
2017-10-04 14:57:23.957796
2017-10-04 14:57:23.993798
2017-10-04 14:57:24.023800
2017-10-04 14:57:24.057802
2017-10-04 14:57:24.093804
2017-10-04 14:57:24.123806
2017-10-04 14:57:24.157808
2017-10-04 14:57:24.192810
2017-10-04 14:57:24.224811
2017-10-04 14:57:24.257813
2017-10-04 14:57:24.292815
2017-10-04 14:57:24.324817
2017-10-04 14:57:24.357819
2017-10-04 14:57:24.392821
2017-10-04 14:57:24.424823
2017-10-04 14:57:24.457825
2017-10-04 14:57:24.494827
2017-10-04 14:57:24.524829
2017-10-04 14:57:24.560831
2017-10-04 14:57:24.593833
2017-10-04 14:57:24.624834
2017-10-04 14:57:24.659836
2017-10-04 14:57:24.697838
2017-10-04 14:57:24.725840
2017-10-04 14:57:24.757842
2017-10-04 14:57:24.792844
2017-10-04 14:57:24.824846
2017-10-04 14:57:24.858848
2017-10-04 14:57:24.893850
2017-10-04 14:57:24.924851
2017-10-04 14:57:24.958853
2017-10-04 14:57:24.992855
2017-10-04 14:57:25.024857
2017-10-04 14:57:25.060859
2017-10-04 14:57:25.098861
2017-10-04 14:57:25.124863
2017-10-04 14:57:25.158865
2017-10-04 14:57:25.193867
2017-10-04 14:57:25.224869
2017-10-04 14:57:25.258871
2017-10-04 14:57:25.297873
2017-10-04 14:57:25.325874
2017-10-04 14:57:25.364877
2017-10-04 14:57:25.394878
2017-10-04 14:57:25.425880
2017-10-04 14:57:25.458882
2017-10-04 14:57:25.493884
2017-10-04 14:57:25.525886
2017-10-04 14:57:25.558888
2017-10-04 14:57:25.593890
2017-10-04 14:57:25.626892
2017-10-04 14:57:25.658893
2017-10-04 14:57:25.693895
2017-10-04 14:57:25.726897
2017-10-04 14:57:25.759899
2017-10-04 14:57:25.793901
2017-10-04 14:57:25.826903
2017-10-04 14:57:25.859905
2017-10-04 14:57:25.894907
2017-10-04 14:57:25.926909
2017-10-04 14:57:25.959911
2017-10-04 14:57:25.994913
2017-10-04 14:57:26.026915
2017-10-04 14:57:26.059916
2017-10-04 14:57:26.097919
2017-10-04 14:57:26.126920
2017-10-04 14:57:26.159922
2017-10-04 14:57:26.195924
2017-10-04 14:57:26.226926
2017-10-04 14:57:26.259928
2017-10-04 14:57:26.313931
2017-10-04 14:57:26.327932
2017-10-04 14:57:26.360934
2017-10-04 14:57:26.394936
2017-10-04 14:57:26.426937
2017-10-04 14:57:26.459939
2017-10-04 14:57:26.494941
2017-10-04 14:57:26.526943
2017-10-04 14:57:26.562945
2017-10-04 14:57:26.593947
2017-10-04 14:57:26.626949
2017-10-04 14:57:26.659951
2017-10-04 14:57:26.696953
2017-10-04 14:57:26.726955
2017-10-04 14:57:26.763957
2017-10-04 14:57:26.795958
2017-10-04 14:57:26.826960
2017-10-04 14:57:26.860962
2017-10-04 14:57:26.899964
2017-10-04 14:57:26.927966
2017-10-04 14:57:26.960968
2017-10-04 14:57:26.994970
2017-10-04 14:57:27.026972
2017-10-04 14:57:27.060974
2017-10-04 14:57:27.095976
2017-10-04 14:57:27.126977
2017-10-04 14:57:27.166980
2017-10-04 14:57:27.196981
2017-10-04 14:57:27.227983
2017-10-04 14:57:27.260985
2017-10-04 14:57:27.307988
2017-10-04 14:57:27.327989
2017-10-04 14:57:27.360991
2017-10-04 14:57:27.394993
2017-10-04 14:57:27.427995
2017-10-04 14:57:27.460997
2017-10-04 14:57:27.496999
2017-10-04 14:57:27.529000
2017-10-04 14:57:27.563002
2017-10-04 14:57:27.601005
2017-10-04 14:57:27.629006
2017-10-04 14:57:27.661008
2017-10-04 14:57:27.696010
2017-10-04 14:57:27.728012
2017-10-04 14:57:27.772014
2017-10-04 14:57:27.804016
2017-10-04 14:57:27.830018
2017-10-04 14:57:27.863020
2017-10-04 14:57:27.897021
2017-10-04 14:57:27.929023
2017-10-04 14:57:27.962025
2017-10-04 14:57:27.996027
2017-10-04 14:57:28.030029
2017-10-04 14:57:28.062031
2017-10-04 14:57:28.100033
2017-10-04 14:57:28.130035
2017-10-04 14:57:28.162037
2017-10-04 14:57:28.197039
2017-10-04 14:57:28.229040
2017-10-04 14:57:28.262042
2017-10-04 14:57:28.298044
2017-10-04 14:57:28.329046
2017-10-04 14:57:28.362048
2017-10-04 14:57:28.397050
2017-10-04 14:57:28.430052
2017-10-04 14:57:28.462054
2017-10-04 14:57:28.499056
2017-10-04 14:57:28.530058
2017-10-04 14:57:28.562060
2017-10-04 14:57:28.599062
2017-10-04 14:57:28.630063
2017-10-04 14:57:28.664065
2017-10-04 14:57:28.699067
2017-10-04 14:57:28.730069
2017-10-04 14:57:28.764071
2017-10-04 14:57:28.798073
2017-10-04 14:57:28.830075
2017-10-04 14:57:28.866077
2017-10-04 14:57:28.900079
2017-10-04 14:57:28.929080
2017-10-04 14:57:28.963082
2017-10-04 14:57:28.996084
2017-10-04 14:57:29.029086
2017-10-04 14:57:29.063088
2017-10-04 14:57:29.097090
2017-10-04 14:57:29.129092
2017-10-04 14:57:29.163094
2017-10-04 14:57:29.197096
2017-10-04 14:57:29.229098
2017-10-04 14:57:29.263100
2017-10-04 14:57:29.296101
2017-10-04 14:57:29.330103
2017-10-04 14:57:29.366105
2017-10-04 14:57:29.398107
2017-10-04 14:57:29.431109
2017-10-04 14:57:29.463111
2017-10-04 14:57:29.499113
2017-10-04 14:57:29.530115
2017-10-04 14:57:29.563117
2017-10-04 14:57:29.599119
2017-10-04 14:57:29.630121
2017-10-04 14:57:29.664123
2017-10-04 14:57:29.699125
2017-10-04 14:57:29.730126
2017-10-04 14:57:29.764128
2017-10-04 14:57:29.797130
2017-10-04 14:57:29.831132
2017-10-04 14:57:29.867134
2017-10-04 14:57:29.907136
2017-10-04 14:57:29.933138
2017-10-04 14:57:29.965140
2017-10-04 14:57:29.997142
2017-10-04 14:57:30.033144
2017-10-04 14:57:30.064145
2017-10-04 14:57:30.105148
2017-10-04 14:57:30.132149
2017-10-04 14:57:30.165151
2017-10-04 14:57:30.198153
2017-10-04 14:57:30.234155
2017-10-04 14:57:30.266157
2017-10-04 14:57:30.298159
2017-10-04 14:57:30.335161
2017-10-04 14:57:30.399165
2017-10-04 14:57:30.404165
2017-10-04 14:57:30.435167
2017-10-04 14:57:30.469169
2017-10-04 14:57:30.502170
2017-10-04 14:57:30.536172
2017-10-04 14:57:30.566174
2017-10-04 14:57:30.600176
2017-10-04 14:57:30.634178
2017-10-04 14:57:30.670180
2017-10-04 14:57:30.703182
2017-10-04 14:57:30.732184
2017-10-04 14:57:30.770186
2017-10-04 14:57:30.801188
2017-10-04 14:57:30.831189
2017-10-04 14:57:30.865191
2017-10-04 14:57:30.903193
2017-10-04 14:57:30.931195
2017-10-04 14:57:30.966197
2017-10-04 14:57:30.999199
2017-10-04 14:57:31.031201
2017-10-04 14:57:31.066203
2017-10-04 14:57:31.098205
2017-10-04 14:57:31.131206
2017-10-04 14:57:31.168209
2017-10-04 14:57:31.201210
2017-10-04 14:57:31.231212
2017-10-04 14:57:31.267214
2017-10-04 14:57:31.299216
2017-10-04 14:57:31.331218
2017-10-04 14:57:31.367220
2017-10-04 14:57:31.398222
2017-10-04 14:57:31.431224
2017-10-04 14:57:31.466226
2017-10-04 14:57:31.499228
2017-10-04 14:57:31.532229
2017-10-04 14:57:31.566231
2017-10-04 14:57:31.599233
2017-10-04 14:57:31.632235
2017-10-04 14:57:31.668237
2017-10-04 14:57:31.703239
2017-10-04 14:57:31.732241
2017-10-04 14:57:31.768243
2017-10-04 14:57:31.802245
2017-10-04 14:57:31.832247
2017-10-04 14:57:31.868249
2017-10-04 14:57:31.900250
2017-10-04 14:57:31.932252
2017-10-04 14:57:31.968254
2017-10-04 14:57:31.999256
2017-10-04 14:57:32.032258
2017-10-04 14:57:32.067260
2017-10-04 14:57:32.100262
2017-10-04 14:57:32.132264
2017-10-04 14:57:32.166266
2017-10-04 14:57:32.200268
2017-10-04 14:57:32.232269
2017-10-04 14:57:32.267271
2017-10-04 14:57:32.300273
2017-10-04 14:57:32.333275
2017-10-04 14:57:32.367277
2017-10-04 14:57:32.399279
2017-10-04 14:57:32.432281
2017-10-04 14:57:32.468283
2017-10-04 14:57:32.500285
2017-10-04 14:57:32.532287
2017-10-04 14:57:32.568289
2017-10-04 14:57:32.600290
2017-10-04 14:57:32.634292
2017-10-04 14:57:32.667294
2017-10-04 14:57:32.700296
2017-10-04 14:57:32.734298
2017-10-04 14:57:32.767300
2017-10-04 14:57:32.800302
2017-10-04 14:57:32.834304
2017-10-04 14:57:32.867306
2017-10-04 14:57:32.900308
2017-10-04 14:57:32.934310
2017-10-04 14:57:32.967311
2017-10-04 14:57:33.000313
2017-10-04 14:57:33.035315
2017-10-04 14:57:33.067317
2017-10-04 14:57:33.100319
2017-10-04 14:57:33.134321
2017-10-04 14:57:33.170323
2017-10-04 14:57:33.201325
2017-10-04 14:57:33.235327
2017-10-04 14:57:33.271329
2017-10-04 14:57:33.305331
2017-10-04 14:57:33.335333
2017-10-04 14:57:33.370335
2017-10-04 14:57:33.402336
2017-10-04 14:57:33.436338
2017-10-04 14:57:33.468340
2017-10-04 14:57:33.502342
2017-10-04 14:57:33.534344
2017-10-04 14:57:33.567346
2017-10-04 14:57:33.601348
2017-10-04 14:57:33.634350
2017-10-04 14:57:33.668352
2017-10-04 14:57:33.701353
2017-10-04 14:57:33.734355
2017-10-04 14:57:33.768357
2017-10-04 14:57:33.801359
2017-10-04 14:57:33.834361
2017-10-04 14:57:33.868363
2017-10-04 14:57:33.901365
2017-10-04 14:57:33.934367
2017-10-04 14:57:33.967369
2017-10-04 14:57:34.001371
2017-10-04 14:57:34.034373
2017-10-04 14:57:34.068374
2017-10-04 14:57:34.101376
2017-10-04 14:57:34.134378
2017-10-04 14:57:34.168380
2017-10-04 14:57:34.205382
2017-10-04 14:57:34.234384
2017-10-04 14:57:34.268386
2017-10-04 14:57:34.302388
2017-10-04 14:57:34.334390
2017-10-04 14:57:34.369392
2017-10-04 14:57:34.402394
2017-10-04 14:57:34.434395
2017-10-04 14:57:34.468397
2017-10-04 14:57:34.502399
2017-10-04 14:57:34.534401
2017-10-04 14:57:34.570403
2017-10-04 14:57:34.602405
2017-10-04 14:57:34.635407
2017-10-04 14:57:34.668409
2017-10-04 14:57:34.702411
2017-10-04 14:57:34.735413
2017-10-04 14:57:34.768414
2017-10-04 14:57:34.802416
2017-10-04 14:57:34.835418
2017-10-04 14:57:34.869420
2017-10-04 14:57:34.902422
2017-10-04 14:57:34.935424
2017-10-04 14:57:34.969426
2017-10-04 14:57:35.002428
2017-10-04 14:57:35.035430
2017-10-04 14:57:35.069432
2017-10-04 14:57:35.102434
2017-10-04 14:57:35.135435
2017-10-04 14:57:35.169437
2017-10-04 14:57:35.202439
2017-10-04 14:57:35.235441
2017-10-04 14:57:35.269443
2017-10-04 14:57:35.302445
2017-10-04 14:57:35.335447
2017-10-04 14:57:35.370449
2017-10-04 14:57:35.403451
2017-10-04 14:57:35.436453
2017-10-04 14:57:35.470455
2017-10-04 14:57:35.503457
2017-10-04 14:57:35.537458
2017-10-04 14:57:35.570460
2017-10-04 14:57:35.604462
2017-10-04 14:57:35.638464
2017-10-04 14:57:35.669466
2017-10-04 14:57:35.703468
2017-10-04 14:57:35.737470
2017-10-04 14:57:35.770472
2017-10-04 14:57:35.803474
2017-10-04 14:57:35.838476
2017-10-04 14:57:35.910480
2017-10-04 14:57:35.937481
2017-10-04 14:57:36.004485
2017-10-04 14:57:36.006485
2017-10-04 14:57:36.039487
2017-10-04 14:57:36.071489
2017-10-04 14:57:36.104491
2017-10-04 14:57:36.138493
2017-10-04 14:57:36.170495
2017-10-04 14:57:36.206497
2017-10-04 14:57:36.239499
2017-10-04 14:57:36.272501
2017-10-04 14:57:36.306502
2017-10-04 14:57:36.339504
2017-10-04 14:57:36.371506
2017-10-04 14:57:36.405508
2017-10-04 14:57:36.440510
2017-10-04 14:57:36.471512
2017-10-04 14:57:36.512514
2017-10-04 14:57:36.537516
2017-10-04 14:57:36.570518
2017-10-04 14:57:36.607520
2017-10-04 14:57:36.638521
2017-10-04 14:57:36.671523
2017-10-04 14:57:36.708525
2017-10-04 14:57:36.737527
2017-10-04 14:57:36.771529
2017-10-04 14:57:36.808531
2017-10-04 14:57:36.837533
2017-10-04 14:57:36.870535
2017-10-04 14:57:36.907537
2017-10-04 14:57:36.937539
2017-10-04 14:57:36.970540
2017-10-04 14:57:37.008543
2017-10-04 14:57:37.037544
2017-10-04 14:57:37.074546
2017-10-04 14:57:37.108548
2017-10-04 14:57:37.138550
2017-10-04 14:57:37.171552
2017-10-04 14:57:37.208554
2017-10-04 14:57:37.237556
2017-10-04 14:57:37.271558
2017-10-04 14:57:37.307560
2017-10-04 14:57:37.337561
2017-10-04 14:57:37.371563
2017-10-04 14:57:37.407565
2017-10-04 14:57:37.437567
2017-10-04 14:57:37.474569
2017-10-04 14:57:37.505571
2017-10-04 14:57:37.538573
2017-10-04 14:57:37.571575
2017-10-04 14:57:37.605577
2017-10-04 14:57:37.638579
2017-10-04 14:57:37.672581
2017-10-04 14:57:37.705582
2017-10-04 14:57:37.738584
2017-10-04 14:57:37.772586
2017-10-04 14:57:37.805588
2017-10-04 14:57:37.839590
2017-10-04 14:57:37.871592
2017-10-04 14:57:37.905594
2017-10-04 14:57:37.938596
2017-10-04 14:57:37.971598
2017-10-04 14:57:38.005600
2017-10-04 14:57:38.039602
2017-10-04 14:57:38.072603
2017-10-04 14:57:38.105605
2017-10-04 14:57:38.139607
2017-10-04 14:57:38.172609
2017-10-04 14:57:38.206611
2017-10-04 14:57:38.239613
2017-10-04 14:57:38.272615
2017-10-04 14:57:38.307617
2017-10-04 14:57:38.339619
2017-10-04 14:57:38.374621
2017-10-04 14:57:38.406623
2017-10-04 14:57:38.440625
2017-10-04 14:57:38.480627
2017-10-04 14:57:38.512629
2017-10-04 14:57:38.539630
2017-10-04 14:57:38.574632
2017-10-04 14:57:38.607634
2017-10-04 14:57:38.638636
2017-10-04 14:57:38.673638
2017-10-04 14:57:38.705640
2017-10-04 14:57:38.739642
2017-10-04 14:57:38.773644
2017-10-04 14:57:38.805645
2017-10-04 14:57:38.839647
2017-10-04 14:57:38.890650
2017-10-04 14:57:38.906651
2017-10-04 14:57:38.939653
2017-10-04 14:57:39.003657
2017-10-04 14:57:39.006657
2017-10-04 14:57:39.040659
2017-10-04 14:57:39.073661
2017-10-04 14:57:39.106663
2017-10-04 14:57:39.140665
2017-10-04 14:57:39.173666
2017-10-04 14:57:39.206668
2017-10-04 14:57:39.240670
2017-10-04 14:57:39.274672
2017-10-04 14:57:39.308674
2017-10-04 14:57:39.340676
2017-10-04 14:57:39.373678
2017-10-04 14:57:39.406680
2017-10-04 14:57:39.440682
2017-10-04 14:57:39.473684
2017-10-04 14:57:39.511686
2017-10-04 14:57:39.540687
2017-10-04 14:57:39.574689
2017-10-04 14:57:39.609691
2017-10-04 14:57:39.641693
2017-10-04 14:57:39.674695
2017-10-04 14:57:39.708697
2017-10-04 14:57:39.741699
2017-10-04 14:57:39.773701
2017-10-04 14:57:39.809703
2017-10-04 14:57:39.840705
2017-10-04 14:57:39.874707
2017-10-04 14:57:39.910709
2017-10-04 14:57:39.940710
2017-10-04 14:57:39.977712
2017-10-04 14:57:40.008714
2017-10-04 14:57:40.041716
2017-10-04 14:57:40.086719
2017-10-04 14:57:40.108720
2017-10-04 14:57:40.141722
2017-10-04 14:57:40.178724
2017-10-04 14:57:40.212726
2017-10-04 14:57:40.241728
2017-10-04 14:57:40.280730
2017-10-04 14:57:40.307731
2017-10-04 14:57:40.340733
2017-10-04 14:57:40.374735
2017-10-04 14:57:40.407737
2017-10-04 14:57:40.440739
2017-10-04 14:57:40.474741
2017-10-04 14:57:40.507743
2017-10-04 14:57:40.540745
2017-10-04 14:57:40.574747
2017-10-04 14:57:40.607748
2017-10-04 14:57:40.640750
2017-10-04 14:57:40.674752
2017-10-04 14:57:40.707754
2017-10-04 14:57:40.740756
2017-10-04 14:57:40.775758
2017-10-04 14:57:40.808760
2017-10-04 14:57:40.841762
2017-10-04 14:57:40.876764
2017-10-04 14:57:40.908766
2017-10-04 14:57:40.941768
2017-10-04 14:57:40.979770
2017-10-04 14:57:41.008771
2017-10-04 14:57:41.041773
2017-10-04 14:57:41.074775
2017-10-04 14:57:41.108777
2017-10-04 14:57:41.141779
2017-10-04 14:57:41.174781
2017-10-04 14:57:41.208783
2017-10-04 14:57:41.241785
2017-10-04 14:57:41.274787
2017-10-04 14:57:41.308789
2017-10-04 14:57:41.341790
2017-10-04 14:57:41.407794
2017-10-04 14:57:41.409794
2017-10-04 14:57:41.441796
2017-10-04 14:57:41.499800
2017-10-04 14:57:41.510800
2017-10-04 14:57:41.543802
2017-10-04 14:57:41.581804
2017-10-04 14:57:41.608806
2017-10-04 14:57:41.642808
2017-10-04 14:57:41.680810
2017-10-04 14:57:41.710812
2017-10-04 14:57:41.743813
2017-10-04 14:57:41.778815
2017-10-04 14:57:41.811817
2017-10-04 14:57:41.843819
2017-10-04 14:57:41.881821
2017-10-04 14:57:41.910823
2017-10-04 14:57:41.943825
2017-10-04 14:57:41.992828
2017-10-04 14:57:42.009829
2017-10-04 14:57:42.044831
2017-10-04 14:57:42.081833
2017-10-04 14:57:42.110834
2017-10-04 14:57:42.144836
2017-10-04 14:57:42.179838
2017-10-04 14:57:42.211840
2017-10-04 14:57:42.242842
2017-10-04 14:57:42.284844
2017-10-04 14:57:42.313846
2017-10-04 14:57:42.343848
2017-10-04 14:57:42.380850
2017-10-04 14:57:42.411852
2017-10-04 14:57:42.442853
2017-10-04 14:57:42.479856
2017-10-04 14:57:42.510857
2017-10-04 14:57:42.542859
2017-10-04 14:57:42.585862
2017-10-04 14:57:42.611863
2017-10-04 14:57:42.643865
2017-10-04 14:57:42.679867
2017-10-04 14:57:42.710869
2017-10-04 14:57:42.743871
2017-10-04 14:57:42.786873
2017-10-04 14:57:42.810874
2017-10-04 14:57:42.843876
2017-10-04 14:57:42.901880
2017-10-04 14:57:42.909880
2017-10-04 14:57:42.943882
2017-10-04 14:57:42.988885
2017-10-04 14:57:43.011886
2017-10-04 14:57:43.044888
2017-10-04 14:57:43.080890
2017-10-04 14:57:43.111892
2017-10-04 14:57:43.143894
2017-10-04 14:57:43.181896
2017-10-04 14:57:43.211897
2017-10-04 14:57:43.243899
2017-10-04 14:57:43.281901
2017-10-04 14:57:43.311903
2017-10-04 14:57:43.343905
2017-10-04 14:57:43.380907
2017-10-04 14:57:43.412909
2017-10-04 14:57:43.443911
2017-10-04 14:57:43.478913
2017-10-04 14:57:43.512915
2017-10-04 14:57:43.544916
2017-10-04 14:57:43.580919
2017-10-04 14:57:43.613920
2017-10-04 14:57:43.644922
2017-10-04 14:57:43.679924
2017-10-04 14:57:43.713926
2017-10-04 14:57:43.744928
2017-10-04 14:57:43.783930
2017-10-04 14:57:43.814932
2017-10-04 14:57:43.844934
2017-10-04 14:57:43.891936
2017-10-04 14:57:43.912938
2017-10-04 14:57:43.944939
2017-10-04 14:57:43.983942
2017-10-04 14:57:44.011943
2017-10-04 14:57:44.044945
2017-10-04 14:57:44.079947
2017-10-04 14:57:44.111949
2017-10-04 14:57:44.144951
2017-10-04 14:57:44.181953
2017-10-04 14:57:44.214955
2017-10-04 14:57:44.244957
2017-10-04 14:57:44.279959
2017-10-04 14:57:44.314961
2017-10-04 14:57:44.344962
2017-10-04 14:57:44.382964
2017-10-04 14:57:44.411966
2017-10-04 14:57:44.444968
2017-10-04 14:57:44.482970
2017-10-04 14:57:44.511972
2017-10-04 14:57:44.545974
2017-10-04 14:57:44.582976
2017-10-04 14:57:44.611978
2017-10-04 14:57:44.645979
2017-10-04 14:57:44.681982
2017-10-04 14:57:44.711983
2017-10-04 14:57:44.746985
2017-10-04 14:57:44.781987
2017-10-04 14:57:44.812989
2017-10-04 14:57:44.846991
2017-10-04 14:57:44.881993
2017-10-04 14:57:44.913995
2017-10-04 14:57:44.946997
2017-10-04 14:57:44.991999
2017-10-04 14:57:45.012000
2017-10-04 14:57:45.046002
2017-10-04 14:57:45.091005
2017-10-04 14:57:45.112006
2017-10-04 14:57:45.147008
2017-10-04 14:57:45.191011
2017-10-04 14:57:45.213012
2017-10-04 14:57:45.248014
2017-10-04 14:57:45.284016
2017-10-04 14:57:45.313018
2017-10-04 14:57:45.346019
2017-10-04 14:57:45.381021
2017-10-04 14:57:45.413023
2017-10-04 14:57:45.446025
2017-10-04 14:57:45.483027
2017-10-04 14:57:45.513029
2017-10-04 14:57:45.547031
2017-10-04 14:57:45.582033
2017-10-04 14:57:45.613035
2017-10-04 14:57:45.646037
2017-10-04 14:57:45.682039
2017-10-04 14:57:45.713040
2017-10-04 14:57:45.747042
2017-10-04 14:57:45.782044
2017-10-04 14:57:45.813046
2017-10-04 14:57:45.847048
2017-10-04 14:57:45.894051
2017-10-04 14:57:45.913052
2017-10-04 14:57:45.947054
2017-10-04 14:57:45.993057
2017-10-04 14:57:46.013058
2017-10-04 14:57:46.047060
2017-10-04 14:57:46.092062
2017-10-04 14:57:46.113063
